GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.renderer,AsyncHalResourceRendererImpl,0,316,0,14,0,58,0,26,0,19
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.renderer,AsyncHalResponseRendererImpl,0,140,0,8,0,34,0,12,0,8
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.renderer,RelatedResourcesRendererImpl.RelationRenderResult,0,27,0,0,0,10,0,5,0,5
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.renderer,DefaultExceptionStatusAndLoggingStrategy,0,34,0,6,0,10,0,7,0,4
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.spi,HalResourceLoader,5,3,0,0,3,2,1,1,1,1
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.spi,HalApiReturnTypeSupport,0,2,0,0,0,1,0,1,0,1
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.spi,ExceptionStatusAndLoggingStrategy,0,7,0,0,0,3,0,3,0,3
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.spi,RhymeDocsSupport,0,34,0,2,0,9,0,2,0,1
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.spi,HalApiAnnotationSupport,0,4,0,0,0,2,0,2,0,2
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.client,HalResourceLoaderBuilder,0,4,0,0,0,1,0,1,0,1
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.client,HalApiClientBuilder,0,2,0,0,0,1,0,1,0,1
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.client,HalApiClient,0,26,0,0,0,15,0,4,0,4
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,TemplateVariableDetection,1,294,1,21,0,63,1,22,0,12
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiReflectionUtils.MethodRelationComparator,0,40,0,8,0,10,0,6,0,2
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,DefaultHalApiTypeSupport,0,284,0,52,0,66,0,55,0,29
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiTypeSupportAdapter.NoAdditionalReturnTypeSupport,0,11,0,0,0,5,0,5,0,5
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiReflectionUtils.new InvocationHandler() {...},0,38,0,6,0,6,0,5,0,2
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,TemplateVariableDetection.TemplateVariableWithTypeInfo,0,30,0,0,0,11,0,7,0,7
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiReflectionUtils.EmbeddedResourceProxyInvocationHandler,0,55,0,8,0,15,0,6,0,2
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiTypeSupportAdapter.NoAdditionalAnnotationSupport,0,21,0,0,0,10,0,10,0,10
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,RxJavaReflectionUtils,0,156,0,12,0,37,0,11,0,5
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,CompositeHalApiTypeSupport,0,146,0,0,0,18,0,29,0,29
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiReflectionUtils,0,240,0,14,0,58,0,22,0,15
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiReflectionUtils.InterfaceCollector,0,39,0,2,0,11,0,4,0,3
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.reflection,HalApiTypeSupportAdapter,0,109,0,4,0,27,0,19,0,17
Rhyme - Core Framework,io.wcm.caravan.rhyme.api,RhymeBuilder,0,7,0,0,0,3,0,3,0,3
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.exceptions,HalApiServerException,0,17,0,0,0,6,0,3,0,3
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.exceptions,HalApiDeveloperException,0,9,0,0,0,4,0,2,0,2
Rhyme - Core Framework,io.wcm.caravan.rhyme.api.exceptions,HalApiClientException,0,73,0,4,0,22,0,10,0,8
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.client.http,HttpHalResourceLoader,0,77,0,2,0,21,0,8,0,7
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.client.http,HttpHeadersParser,0,103,0,6,0,29,0,14,0,11
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.client.http,HttpUrlConnectionSupport,23,13,2,0,7,5,1,2,0,2
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.client.http,HttpHalResourceLoader.HttpClientCallbackImpl,13,255,2,16,3,66,2,20,0,13
Rhyme - Core Framework,io.wcm.caravan.rhyme.impl.client.http,HttpHalResourceLoader.HttpClientSupportException,0,9,0,0,0,4,0,2,0,2
